,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle
571,8897.json,TRUE,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,"debt,federal-budget,taxes,voting-record",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2,3,2,2,1,a web ad.,EdWGillespie
572,2464.json,barely-true,State government spending will be increase 10.7 percent this year.,"government-efficiency,job-accomplishments,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a debate,JohnKasich
573,7030.json,barely-true,Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,"candidates-biography,health-care,medicare",tommy-thompson,,Wisconsin,republican,6,8,2,5,3,a debate,tomthom11
574,10552.json,half-true,The FCCs net neutrality policy includes whatis essentially a massive tax increase.,"taxes,technology",mike-lee,U.S. Senator,Utah,republican,0,0,1,1,0,an email through Protect Internet Freedom,SenMikeLee
575,4552.json,mostly-true,The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,"economy,new-hampshire-2012,workers",david-axelrod,,,democrat,2,1,6,7,0,a speech to the New Hampshire Institute of Politics,davidaxelrod
576,6433.json,FALSE,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.","guns,human-rights,trade",paul-broun,Congressman,Georgia,republican,4,8,3,2,1,a YouTube video,PaulBrounMD
577,3095.json,mostly-true,More people die from medical misadventures than firearm accidents nationally and in Florida.,"guns,health-care",national-rifle-association,,,none,3,5,1,5,3,a fact-sheet.,
578,5897.json,FALSE,"When we took office, let me remind you, there was virtually no international pressure on Iran.",foreign-policy,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a speech,JoeBiden
579,8822.json,mostly-true,The minimum wage is mostly an entry-level wage for young people.,income,mitch-mcconnell,Senate minority leader,Kentucky,republican,7,6,5,7,0,"an interview with ""Fox News Sunday""",
580,6926.json,barely-true,Says six studies verify that the math adds up for Mitt Romneys tax plan.,taxes,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,the vice presidential debate,SpeakerRyan
581,10674.json,half-true,"In the United States, weve had 12 years in a row of wages declining.","economy,jobs",martin-omalley,Maryland governor,Maryland,democrat,3,1,10,4,0,"an interview on ABC's ""This Week""",
582,2328.json,half-true,Charlie Crist has six different positions on ObamaCare.,health-care,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a campaign website,marcorubio
583,1352.json,mostly-true,"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.",afghanistan,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at the United States Military Academy.,BarackObama
584,679.json,TRUE,"As governor, I've stood up to ... the big oil companies.",energy,sarah-palin,,Alaska,republican,9,19,9,6,6,"Dayton, Ohio",SarahPalinUSA
585,8094.json,mostly-true,"This year, were off to our best private-sector jobs growth since 1999.","economy,jobs",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Chattanooga, Tenn.",BarackObama
586,5729.json,FALSE,"Says abortion doctors are flying into this state, performing abortions and flying out.","abortion,health-care,public-health",matthew-hill,State Representative,Tennessee,republican,0,1,0,0,0,a debate on the state House floor.,matthewhillbbc
587,5228.json,mostly-true,Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,"health-care,legal-issues",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"a Republican presidential primary debate in Tampa, Fla.",RickSantorum
588,9842.json,mostly-true,There have been at least 100 shootings each year [Angel Taveras] has been mayor of Providence.,"candidates-biography,crime,guns,job-accomplishments,campaign-advertising,public-safety",american-leadhership-pac,Political Action Committee,Rhode Island,organization,0,0,1,2,0,a campaign mailing,
589,2089.json,TRUE,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,voting-record,maurice-ferre,Former mayor of Miami,Florida,democrat,1,0,1,0,0,an editorial meeting.,
590,10200.json,half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,jobs,barack-obama,President,Illinois,democrat,70,71,160,163,9,"an interview on CBS' ""Face the Nation""",BarackObama
591,12908.json,barely-true,One in four inmates is an illegal immigrant.,immigration,lisa-boothe,,,republican,1,0,0,0,0,an interview on Fox,LisaMarieBoothe
592,9831.json,TRUE,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,"economy,income,workers",blog-posting,,,none,7,19,3,5,44,various blogs and Internet comments,
593,12414.json,FALSE,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",taxes,daniel-grace,Secretary of Teamsters Local 830,Pennsylvania,labor-leader,0,1,0,0,0,a statement,
594,1445.json,mostly-true,I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.,florida,charlie-crist,,Florida,democrat,15,9,20,19,2,Associated Press' annual legislative meeting,CharlieCrist
595,2132.json,barely-true,Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,"campaign-finance,candidates-biography",jeff-greene,,Florida,democrat,3,1,3,0,0,a campaign flier,JeffGreeneUNC
596,3175.json,barely-true,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.","agriculture,energy,hunger",jamie-radtke,,Virginia,republican,1,1,1,2,0,remarks to the Senate Tea Party caucus meeting.,jamieradtke
597,4064.json,FALSE,On repeal of Wisconsins smoking ban,public-health,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a news release,ScottWalker
598,3520.json,mostly-true,Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,"health-care,housing,state-budget",sylvester-turner,Attorney,Texas,democrat,0,2,0,2,0,remarks on the House floor,SylvesterTurner
599,11744.json,half-true,"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.","disability,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,his 2016 State of the State address,SenRickScott
600,6493.json,half-true,"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.","candidates-biography,congress,elections",chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,0,0,2,4,0,a news release,ChrisRedfern419
601,12201.json,barely-true,Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,education,david-jolly,,Florida,republican,4,0,1,1,0,a statement on his campaign website,DavidJollyFL
602,11034.json,half-true,President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,immigration,harris-faulkner,,,republican,0,0,1,0,0,"a broadcast of ""Outnumbered"" on Fox News",
603,486.json,TRUE,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",religion,moveon,,,democrat,2,4,3,0,0,an e-mail message,MoveOn
604,4807.json,TRUE,Says 51 percent of federal tax filers paid zero federal income tax.,taxes,rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,a statement on his website,
605,8366.json,mostly-true,"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",economy,charles-schumer,Senator,New York,democrat,2,2,2,3,0,"an interview on ABC's ""This Week""",
606,4937.json,FALSE,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.","job-accomplishments,jobs",kathleen-falk,,,democrat,1,3,3,1,0,an opinion column,FalkforWI
607,6979.json,barely-true,"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.","congress,families,message-machine-2012,taxes",tommy-thompson,,Wisconsin,republican,6,8,2,5,3,a TV ad,tomthom11
608,8333.json,TRUE,I would be the first Republican senator elected in New Jersey in 41 years.,"congress,elections",steve-lonegan,Conservative Activist,New Jersey,republican,1,2,2,0,0,an interview on the John Gambling radio program,Lonegan
609,10711.json,TRUE,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,climate-change,next-generation-climate-action-committee,,,democrat,0,1,0,0,1,a blog post,
610,3577.json,FALSE,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",unions,florida-chamber-commerce,,Florida,none,0,1,1,2,1,a campaign-style ad.,
611,1284.json,FALSE,President Bush never did one interview with the New York Times during his entire presidency.,"bush-administration,pundits,transparency",rachel-maddow,MSNBC host,,none,6,6,4,6,1,The Rachel Maddow show,
612,1100.json,mostly-true,"14,000 Americans . . . lose their health insurance every single day.",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a news conference.,BarackObama
613,11947.json,FALSE,"Mr. Trump is self-financing his campaign, so we dont have any donors.",campaign-finance,corey-lewandowski,Campaign manager for Donald Trump,,republican,1,2,0,0,0,a radio interview.,
614,3705.json,TRUE,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",education,bobby-scott,U.S. Congressman,Virginia,democrat,1,2,1,5,0,a news release.,
615,6358.json,barely-true,"Embryonic stem cell research is at a dead end, with no one good example of a successful treatment.","health-care,message-machine-2012,science",dave-weldon,,Florida,republican,2,0,0,0,1,a mock debate,Davweldon
616,9199.json,half-true,The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,"federal-budget,military",anissa-naouai,RT correspondent,,none,0,0,1,0,0,comments on CNN,AnissaNow
617,13524.json,pants-fire,"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.","county-government,elections",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,an interview,RepSeanDuffy
618,13262.json,barely-true,Says Libya Ambassador (Christopher) Stevens sent 600 requests for help in Benghazi.,"foreign-policy,government-efficiency,history,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,the second 2016 presidential debate,
