,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
4818,-1.176990801292362,Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,"health-care,medicare",Wisconsin,democrat,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.45883955782848307,-0.3570006163175212,-1.089298692803264,say u rep paul ryan promis end health care senior,"[0.0, 0.714, 0.286, 0.4939]",0,0.4939,4818,1,0.8714126348495483,million said health romney govern care weve budget month vote
4819,0.8496243121883177,The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.,"climate-change,energy,environment,government-regulation",Wisconsin,republican,0.5919613043193505,0.9754343763812174,0.27945965679200896,0.49517734821584075,0.5134790473777681,-0.3564275140645011,obama administr environment protect agency said clean power plan margin impact climat chang,"[0.0, 0.675, 0.325, 0.6486]",0,0.6486,4819,1,0.5415934324264526,million said health romney govern care weve budget month vote
4820,-1.176990801292362,"13,000 Floridians are able to vote -- but their governor wont tell them.",elections,Florida,none,-0.6619854037139481,-0.5463429171430514,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,1.0115986862478565,florida abl vote governor wont tell,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4820,7,0.4479753375053406,vote help state year bill democrat company money educ took
4824,0.8496243121883177,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,education,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-0.30756943548191684,say romney ryan budget american opportun tax credit college tuition would elimi,"[0.0, 0.809, 0.191, 0.3818]",0,0.3818,4824,3,0.9181573390960693,percent year state plan would time spend averag last nation
4826,-1.176990801292362,Says U.S. greenhouse gas emissions are at 20-year lows.,"climate-change,corrections-and-updates,energy,science",Texas,republican,-0.5172992450947212,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-1.4313052428813537,say u greenhouse gas miss year low,"[0.481, 0.519, 0.0, -0.4019]",0,-0.4019,4826,0,0.6999515891075134,year state feder make fund public iller obama offic would
4827,0.8496243121883177,"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.","debt,deficit,taxes",New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,0.5230179004220146,accord independ expert donald trump tax plan would blow debt trillion would instance disadvantage middle class famili compar wealth,"[0.216, 0.653, 0.131, -0.2732]",0,-0.2732,4827,9,0.5230778455734253,year peopl american health woman clinton care sinc trump million
4828,0.8496243121883177,Says he and President Barack Obama have the same position on gay marriage.,"gays-and-lesbians,marriage",New Jersey,republican,-0.17969820831652553,0.06236800026665614,0.15278142816731774,-0.032042520913917134,0.2523351482691813,-0.30756943548191684,say presid barack obama posit gay marriage,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4828,2,0.8499807715415955,obama presid barack state percent wisconsin billion sinc feder debt
4829,-1.176990801292362,Democrats do not have a plan for extending the Bush tax cuts.,taxes,Alaska,republican,-0.22792692785626778,0.13845686494286957,-0.3032601948815706,-0.3584167256132911,0.07823921553012345,-0.16099519973416437,democrat plan extend bush tax cut,"[0.269, 0.513, 0.218, -0.1027]",0,-0.1027,4829,3,0.8199743032455444,percent year state plan would time spend averag last nation
4830,0.8496243121883177,"Then-Gov. Carl Sanders put 56 percent of the state budget into education, a figure that has not been achieved since.","education,state-budget",Georgia,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.45883955782848307,-0.4440485826870501,-0.01442096398641163,gov carl sander put percent state budget educ figure achiev sinc,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4830,4,0.5186300277709961,percent rate vote state bill health florida year obama time
4831,0.8496243121883177,Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,elections,Texas,independent,-0.6619854037139481,-0.5843873494811581,-0.4806097149561383,-0.4086281417208871,-0.4440485826870501,0.5230179004220146,say presid barack obama lost member hous member sent presid ever lost modern time,"[0.277, 0.723, 0.0, -0.5574]",0,-0.5574,4831,4,0.523920476436615,percent rate vote state bill health florida year obama time
4832,0.8496243121883177,President Barack Obama supports immigration amnesty.,immigration,Georgia,republican,-0.469070525554979,-0.28003189077630436,-0.45527406923120006,-0.45883955782848307,-0.3570006163175212,-2.4084668145330377,presid barack obama support immigra amnesty,"[0.0, 0.649, 0.351, 0.4019]",0,0.4019,4832,5,0.8714038729667664,presid state every obama country dollar economi would unit call
4833,0.8496243121883177,Says the federal government is the largest energy user in the country.,energy,Ohio,republican,-0.5172992450947212,-0.39416518779062454,-0.2525889034316941,-0.23288818534430109,-0.3570006163175212,0.13215327176134112,say feder govern largest energy user country,"[0.0, 0.741, 0.259, 0.2732]",0,0.2732,4833,9,0.8499598503112793,year peopl american health woman clinton care sinc trump million
4835,0.8496243121883177,"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.","homeland-security,immigration,message-machine",Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,-1.3824471642987695,border secur plan sen mccain kl call audit troop keep u safe presid obama say hell send,"[0.214, 0.651, 0.135, -0.4019]",0,-0.4019,4835,0,0.6910737752914429,year state feder make fund public iller obama offic would
4837,0.8496243121883177,Georgia has the highest flu activity in the country.,"drugs,health-care,public-health,states",Georgia,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-0.01442096398641163,georgia highest flu activ country,"[0.394, 0.606, 0.0, -0.3818]",0,-0.3818,4837,8,0.5142073631286621,state health care rate unit percent county school spend country
4838,0.8496243121883177,Says one in four women and one in seven men have been victims of domestic violence in their lifetime.,"crime,women",Oregon,democrat,-0.6619854037139481,-0.470254052466838,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,-0.4541436712296696,say one four woman one seven men victim domes violence lifetime,"[0.408, 0.592, 0.0, -0.7351]",0,-0.7351,4838,9,0.8714068531990051,year peopl american health woman clinton care sinc trump million
4839,0.8496243121883177,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.","economy,job-accomplishments,jobs",Ohio,republican,-0.469070525554979,-0.39416518779062454,-0.42993842350626177,-0.38352243366708905,0.07823921553012345,1.0115986862478565,sheared brown past dead c politician one every four job left america left ohio sheared brown torrent ohio job number next year,"[0.175, 0.772, 0.053, -0.6124]",0,-0.6124,4839,0,0.9499900341033936,year state feder make fund public iller obama offic would
4840,-1.176990801292362,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,health-care,Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,0.5230179004220146,say romney tout massachusetts health plan nation hardcore book delete paperback edit,"[0.12, 0.88, 0.0, -0.128]",0,-0.128,4840,1,0.8713957071304321,million said health romney govern care weve budget month vote
4841,-1.176990801292362,The auditor [for the city of Providence] was not locked out of access to the citys finances.,"city-budget,city-government,debt,deficit,economy,job-accomplishments,legal-issues,transparency",Rhode Island,democrat,-0.3243843669357523,-0.43220962012873126,-0.40460277778132353,-0.4086281417208871,-0.3570006163175212,-0.06327904256899589,auditor citi provid lock access citi financ,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4841,9,0.8499772548675537,year peopl american health woman clinton care sinc trump million
4843,0.8496243121883177,There are more guns than there are people in the United States.,guns,District of Columbia,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.9138825290826881,gun peopl unit state,"[0.444, 0.556, 0.0, -0.34]",0,-0.34,4843,6,0.7749704122543335,state peopl million percent text support sent would country american
4844,0.8496243121883177,"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.","health-care,job-accomplishments",Wisconsin,republican,0.5919613043193505,0.9754343763812174,0.27945965679200896,0.49517734821584075,0.5134790473777681,0.7184502147523516,sinc took offic wisconsin nd highest health care quality rank country,"[0.0, 0.758, 0.242, 0.4939]",0,0.4939,4844,8,0.5626914501190186,state health care rate unit percent county school spend country
4850,-1.176990801292362,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.,elections,Wisconsin,none,-0.6619854037139481,-0.5082984848049447,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-1.1381567713858483,paul ryan scott walker scott walker paul ryan ticket white hous would unconstitut men live wisconsin,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4850,2,0.5406796932220459,obama presid barack state percent wisconsin billion sinc feder debt
4851,-1.176990801292362,One out of every three students currently today is ready for college before they go there.,education,Florida,republican,-0.5655279646344635,-0.470254052466838,-0.42993842350626177,-0.43373384977468504,-0.4440485826870501,0.8161663719175201,one every three student current today ready college go,"[0.0, 0.762, 0.238, 0.3612]",0,0.3612,4851,3,0.871402382850647,percent year state plan would time spend averag last nation
4852,0.8496243121883177,Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,"drugs,marijuana,recreation,science",Massachusetts,activist,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.2587113568993326,today marijuana percent percent potent pot yesteryear,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4852,3,0.8199794888496399,percent year state plan would time spend averag last nation
4853,-1.176990801292362,"In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.","afghanistan,federal-budget,iraq",Kentucky,republican,-0.3243843669357523,-0.3561207554525178,-0.40460277778132353,-0.33331101755949305,-0.4440485826870501,-0.16099519973416437,one month democrat spent presid bush spent seven year war iraq war afghanistan hurrican katrina combin,"[0.358, 0.642, 0.0, -0.8316]",0,-0.8316,4853,2,0.5668732523918152,obama presid barack state percent wisconsin billion sinc feder debt
4854,-1.176990801292362,"Texas women make an average of $8,355 less per year than men doing the very same job.","economy,jobs,women,workers",Texas,democrat,-0.4208418060152368,-0.5463429171430514,-0.3285958406065088,-0.2077824772905031,-0.3570006163175212,0.18101135034392538,text woman make averag le per year men job,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4854,0,0.849963903427124,year state feder make fund public iller obama offic would
4855,0.8496243121883177,"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.",abortion,Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.2298694289265096,prolife go apology becom prolife ronald reagan follow cours henry hyde george herbert walker bush proud prolife,"[0.0, 0.777, 0.223, 0.5106]",0,0.5106,4855,7,0.8874748945236206,vote help state year bill democrat company money educ took
